DirectorID,DirectorName,openn_m5u,consc_m5u,extra_m5u,agree_m5u,neuro_m5u
51266,"William Lauder",5.157979,5.6160302,5.1475616,4.6797605,2.7232945
51396,"Ralph Babb Jr",4.4801073,5.4655819,5.0154057,3.3952022,3.1282299
51632,"Mark Pigott",3.9847777,4.6194768,4.8638387,3.6266747,3.7548513
51642,"Charles Mueller",4.4736471,4.989718,3.7873185,4.1999168,3.8302095
51682,"Philip Neal",4.2269163,4.7482266,4.6360254,4.515789,2.9257367
51707,"Warner Baxter",4.6654258,5.5619111,4.6294217,4.0849171,3.4629226
51762,"Ed Hanway",5.459609,5.8598647,5.2115569,5.1214685,2.8338447
51792,"Al Schuman",4.9795094,4.6955318,4.5395484,3.9079876,3.2650316
51882,"Doug Baker Jr",5.0455432,4.6315165,5.7809086,5.1512823,3.2659819
51926,"Russ Lewis",4.8045454,5.5928659,4.5241556,4.2570863,3.3725863
51956,"Keith Wandell",3.9386914,4.6707325,4.7417374,4.1508732,3.5200441
52037,"Doctor Surya Mohapatra",5.4956264,5.7873025,5.4142737,5.2397814,2.6506469
52242,"Michael Ward",3.9563293,4.1813531,3.9607537,3.428689,2.9519169
52367,"Joe Clayton",4.6512461,5.1049376,4.744257,3.8223054,3.499274
52492,"Gary Rainwater",4.2220535,5.1740236,4.0278139,3.4757173,3.5299807
52597,"Tom Voss",4.2716422,3.6382606,5.219327,2.7122667,3.5049746
52686,"Jeff Joerres",5.1065445,5.8755846,5.7288704,4.3378034,1.8451272
52742,"Les Muma",4.7695918,5.2353311,5.5568128,4.262238,3.3962133
52776,"Janet Robinson",5.2015781,5.5547137,4.7271919,4.3966126,2.8396885
52791,"Don Graham",5.1045322,5.5950637,4.9680214,3.3927317,2.8269038
52822,"Bob Greifeld",4.6393819,5.2726417,5.2154684,3.9750118,3.2653074
52897,"Bud Koch",4.7840343,5.3236432,4.6020942,4.0509114,3.0188286
53117,"John Dickson",4.6054091,5.2883277,4.5117598,3.2114987,3.6248353
53267,"Phil Flynn",4.3911128,5.5176229,4.9736686,3.6736085,3.6369445
53436,"Leslie Wexner",4.8600993,5.4993138,4.9436002,3.7721245,2.9428077
53821,"James Miller",4.3718534,4.8854465,4.4946575,3.5334017,3.7382698
53871,"Janet Haugen",4.6273966,5.1272774,4.8794932,4.4617643,3.3251636
53992,"Jay Brown",4.608098,5.268393,4.7407947,3.932333,3.2944794
54042,"Gary Dunton",4.624207,5.3705149,4.8942714,3.9087484,3.143254
54072,"Richard Abdoo",4.5394664,5.3307276,4.3965912,2.4038289,4.1264973
54622,"Tom Gallagher",4.6643052,5.1124244,5.2258797,4.3956676,3.2211733
54702,"Steve Collis",5.2382336,5.6420035,5.3111,4.4526873,3.1690245
54887,"Stephen Baum",3.8151834,4.808589,3.9021642,3.0532691,3.383898
55131,"Brian Dunn",5.4782205,5.5942135,5.4942737,4.8272247,3.0904717
55192,"Kenneth Stecher",3.6415133,4.9972086,5.802331,3.6186676,3.2394395
55406,"Jim Mullen",5.1073289,4.1713009,4.4644389,3.8867862,2.3408105
55412,"Terry Lundgren",7,7,7,5.8779569,1.572376
55422,"Tim Cook",4.9240746,5.0107636,5.2011914,4.2570558,2.9906154
55897,"Louis Giuliano",4.2673082,4.8776398,5.0998526,3.8205645,4.0070415
56012,"Travis Engen",4.6549125,5.3989944,5.0357585,4.7374821,2.8641951
56076,"Murray Kessler",4.9165592,5.3063083,4.9504905,4.354208,3.0590315
56136,"Linda Huett",5.1292272,5.4644876,4.9658761,4.4347849,3.0945387
56142,"Jack Moore",4.4781814,5.3705435,5.3560467,4.0904546,3.3010659
56296,"Trevor Fetter",5.2023072,5.523056,5.1398668,4.5754671,2.965059
56457,"Steven Appleton",4.1714692,5.3678284,5.0117817,4.432014,3.7919431
56517,"James Bagley",4.6992593,4.6217561,4.6910672,4.4307404,3.253068
56756,"Gary Neale",4.2982936,5.0950465,3.7131197,3.3800061,3.7271526
56777,"Don Felsinger",4.1703038,5.0412102,4.0189071,3.8768466,3.7995639
56902,"Richard Anthony",4.6179056,5.4593611,4.8418641,3.6872487,3.5703702
57037,"Wayne Brunetti",4.5231223,5.3558664,5.3185139,3.477751,3.2496045
57227,"Dick Kelly",4.7726727,5.2292418,4.1017489,3.2901404,3.2697499
57267,"Ron Hoffman",4.4501567,4.9515023,4.9758825,3.9352715,3.8107564
57397,"Charles Shivery",4.5983372,5.7623358,4.1155162,3.9993198,3.624409
57657,"Ben Fowke III",4.5275607,5.5593615,4.6538548,3.3442769,3.7592368
57772,"Bob Lawless",4.7009792,5.2218328,4.7591553,4.3169284,3.5119419
57976,"Ted Craver Jr",4.6100159,5.8421082,3.8925173,4.80443,2.7792914
58101,"Doctor Jozef Straus",4.8807726,5.0445065,4.9612823,4.7830653,3.2284143
58371,"Professor Doctor Kevin Kennedy",4.6373277,5.054944,5.2820296,4.537992,3.2107284
58481,"Jim Murren",4.4396658,5.4436536,4.0927672,2.2325578,4.9845819
58842,"Jim Ryan",5.1979079,5.0077538,3.9087453,3.6858439,2.8801844
58926,"H Turner Jr",5.4846525,5.0744009,4.3332644,4.3458185,3.2141762
58941,"Gary Coleman",4.6070457,5.1692314,4.2657318,3.6975489,3.6612837
58997,"Ernie Roessler",4.6607399,5.4728847,4.9270287,4.2111735,3.0646594
59002,"Rick Hill",4.326292,4.8121452,4.7849712,3.8913844,3.4982316
59271,"Steve Loranger",1,2.6624575,7,1.3887663,5.7204661
59276,"Senator David Perdue Jr",4.9796596,5.5101519,5.1145821,4.3359237,3.124058
59631,"Dan Warmenhoven",4.9896851,4.7526588,5.4664121,4.8158393,3.1962526
59916,"Tom Hoaglin",4.4957652,5.4160647,3.8632908,3.4436545,3.4782529
59962,"Glen Post III",5.1642895,5.2746367,4.8747935,4.1217108,3.3939312
60031,"Rodney O'Neal",4.2764602,4.6171966,5.3000383,3.8169186,3.5109899
60047,"Doctor David Williams",3.6840191,4.6431875,3.2196321,3.0259109,4.3304644
60082,"John Somerhalder II",4.3603635,5.2251601,4.1808701,3.5827146,3.5490117
60341,"Steve CossÃ©",4.5722675,5.6970792,5.3588228,3.4534292,3.954354
60542,"Mike Jackson",4.5288544,4.10007,5.210371,2.8401735,3.3276646
60682,"Curt Culver",4.519639,5.3996229,4.893867,3.699008,3.4092214
60917,"Keith Nosbusch",4.5290012,5.0069795,5.0888662,4.1724153,3.4459977
61072,"Bill Klesse",3.6397715,4.6398888,3.7218359,3.0428197,4.3922539
61372,"Dick Goldstein",5.038085,5.4005394,5.2635231,4.436604,2.9965293
61812,"Stuart Miller",4.6054201,5.1835685,4.5935879,3.7802908,3.5326238
62362,"David Bell",5.1379681,5.6494069,5.4871154,4.5803585,2.9289196
62752,"Jeff Fettig",3.3701363,4.6989183,6.2063494,1.8076665,5.2023549
62817,"Neil Austrian",5.0309973,5.4918804,5.1020198,4.4651818,2.9790883
62922,"M Nelson",4.946238,5.4717689,5.0104094,4.4067664,3.1633232
62957,"Felix Wright",4.349895,5.2420039,4.8940701,3.8308136,3.5345256
63117,"Mark Mondello",5.1778173,5.0846152,5.4975023,4.3103299,3.1619129
63192,"Lew Frankfort",5.4478574,5.944149,4.7879815,4.8216405,2.4778802
64542,"Jeff Lorberbaum",4.0951777,4.9120517,5.1047974,3.6761446,3.4451778
64652,"John Fiedler",4.740304,4.3512139,4.1849518,3.7758293,3.8181453
64672,"Jim O'Connor",4.3184338,4.8341284,4.6996198,3.4593856,4.1467772
64742,"Aldo Zucaro",4.4369144,5.2294092,4.809597,3.726804,3.3487113
64877,"Bob Burgess",4.0087309,4.3398452,4.6224117,4.1250134,2.7311897
64947,"John Hess",2.7244051,3.0010755,1,3.2480433,6.2405672
64967,"Joe Ficalora",4.5304346,5.4865918,4.5796132,3.5050819,3.3627012
65117,"Frank Filipps",4.5709882,5.2795973,4.8017035,3.8198488,3.4167016
65432,"Orin Smith",5.0953989,5.4023962,3.9214637,3.3785558,2.5983968
65807,"Scott Kriens",5.188653,5.1805358,5.6802268,4.5525675,2.8702691
66062,"Scott Sheffield",3.5117559,4.6434417,3.271776,2.9008813,5.0364389
66112,"Dan DiMicco",3.029809,5.0119348,1.767252,3.8404408,5.3980708
66197,"Doug Brooks",4.7885771,5.8668404,4.2655301,3.9787321,3.7998459
66217,"Mike Jeffries",4.8248701,5.8318777,4.4321733,4.5757923,2.3167298
66372,"Doctor Joe Lee",4.6812892,5.5583525,4.6347532,3.6673253,3.671855
66857,"James Murdy",4.6825271,5.4276671,5.1251769,4.0174556,3.6246388
66902,"Bill Post",4.8291349,5.3496108,4.9439926,3.8107491,3.6441205
66912,"Pete Frechette",5.0803919,5.1581497,5.2444959,4.7101812,3.3198278
67247,"John Wiehoff",4.5955563,5.0087657,5.0272646,4.0286117,3.5797055
67362,"Lee Kennedy",4.8735228,5.360734,5.0588636,4.2346363,3.1685815
67662,"John Miles II",4.9237075,5.2154317,5.2143326,4.3015423,3.2838249
67717,"Gary Kunkle Jr",4.136693,4.3999147,4.1837277,3.5145333,3.4489398
67752,"Bill Cooper",4.3355408,5.403163,4.5948639,3.5343666,3.2924204
67817,"Tom James",4.7022114,5.2737622,4.9644608,3.9337149,3.3585303
67857,"Donald Tomnitz",4.6277637,5.0432906,4.4197664,3.5059266,3.6574194
67927,"Jim Moffett",3.209625,4.0138397,2.5238373,1.6124693,3.9771545
68082,"Cloyce Talbott",3.5490427,4.6282959,3.5483265,3.483964,4.8127012
69712,"David Kemper",4.605588,5.5744443,5.6883154,3.4693892,2.8853672
69797,"Will Oberton",4.6997008,5.0751605,4.9501648,4.3713107,3.559453
70397,"John Blystone",4.5473895,5.1196713,5.4065003,4.049993,3.2786951
70467,"Macon Brock Jr",4.5664873,5.3622012,4.6527605,3.9946527,2.946964
70752,"Bob Gallagher",3.5028281,4.3783674,2.7445533,2.7672522,4.3048811
70822,"Ted Carlson Jr",4.7982302,5.1475329,4.6291003,3.4964087,3.0719521
71142,"Joseph Field",4.8753505,5.3696299,5.2610307,4.0417213,3.2409325
71147,"Dennis Bakke",4.6589913,5.1772647,6.2320962,4.034112,2.9462361
71157,"David Field",5.1332574,5.2538056,5.1200929,4.0741315,3.1748741
71242,"Kent Thiry",6.3916101,4.9138432,7,6.9927378,1.3245529
81187,"Jack Larson",4.5889282,5.1907735,4.7054133,4.0829463,3.0112662
81407,"Jeff Curler",4.5255075,5.1741414,5.4532976,4.141705,3.2540336
81557,"Harold Messmer Jr",4.4525914,5.3079777,4.8380728,4.4755759,3.4290261
81617,"Tom Watjen",4.886776,5.5124173,5.5716243,4.5379934,3.0093958
81677,"Murry Gerber",4.024786,4.9659395,4.1499333,3.4079177,4.1611972
81762,"Dave Porges",4.3269567,5.186749,4.0173721,3.7379224,3.5966005
81852,"Alan Miller",4.9332457,5.4320607,5.8622966,4.0487518,3.5525951
81887,"Gerry Lipkin",4.502212,5.5394244,4.6914878,3.3203282,3.4391689
81907,"David McClanahan",4.3659606,5.2088265,4.343236,3.7381876,3.8303335
82452,"James Ferguson",3.1506233,4.9843125,3.7041121,3.5255578,1.8406756
82517,"Doctor Richard Sands",4.886723,5.2580805,5.0730524,4.2834744,3.4110973
82742,"Kobi Alexander",5.0347219,4.6958818,4.2383127,4.962698,2.9665391
82892,"Michael Fleisher",4.9344115,5.2662334,5.0901017,4.7425361,3.0602117
83052,"George Chamillard",4.7659082,4.9601278,5.1734176,4.3650246,3.716361
83082,"Roy Vallee",5.4962978,5.4015617,6.6289649,2.985842,2.7536752
83377,"Jensen Huang",4.8971958,4.5852637,5.0402551,5.1479869,3.0949512
83652,"Jure Sola",5.7144408,5.3339548,4.3837886,5.3670993,3.0192864
84192,"Jim O'Brien",4.5542979,5.0327039,5.3007426,3.5426223,3.2483404
84342,"Harris DeLoach Jr",4.4491525,5.1603632,4.9320216,3.8546169,3.2503495
84612,"Joe Saunders",4.9849968,5.002234,4.2011724,4.2065721,2.3922055
84747,"Norman Axelrod",5.2056541,5.6920714,4.9633989,3.996217,2.7724195
85822,"Ed Kaplan",4.988234,4.9263792,4.7019529,4.7348633,3.2483859
86007,"Mark Hurd",5.0981364,4.9959974,6.2019167,4.5698147,3.1218388
86977,"Pete Miller Jr",3.9844067,5.2156749,4.4336519,3.6633863,3.2572687
87192,"Harris Lance",4.3275962,4.8378239,4.8218312,3.7982941,3.544667
87357,"Joseph Lemieux",4.603158,5.1377158,4.7229776,4.1777759,3.6778624
87392,"John Trani",4.6374969,5.1340532,4.9302917,3.8945727,3.4601989
87847,"George Engelke Jr",4.3892293,5.4591432,4.8022695,3.2484524,3.5008845
88197,"Steve Hansel",3.3326368,2.138658,1.1983603,2.7330263,1.068534
88437,"David Kyle",4.4497647,5.1990991,4.3651528,3.686584,3.7643428
88857,"Les Vinney",4.8283238,5.409678,5.0919986,4.3862648,3.3282735
89112,"Matthew Massengill",4.7905483,5.3677578,4.971343,4.5712333,3.3553417
89447,"Doctor Felix Zandman",4.4156003,4.7456212,5.0013714,3.6513731,3.2509294
89522,"Doctor Gerald Paul",4.4297671,4.9111958,5.0497689,4.1096807,3.2933826
90062,"Mike Mussallem",4.8465772,5.0317678,5.2350974,4.4091039,2.8921332
90152,"Wayland Hicks",4.7871432,4.9612813,4.741591,4.2076368,3.5126834
90587,"Rich Noll",4.7003059,5.3307309,5.4309959,4.2816558,2.8585694
90962,"Geoff Tate",4.979249,4.8503857,4.9287543,5.0502105,3.536757
91106,"Paul Varga",5.076468,5.5210528,5.052165,4.3020344,3.1350143
92217,"Mark Miller",5.1570301,5.3081136,5.3528051,4.7815909,3.1560402
102797,"Daniel Duval",4.3604603,5.3214412,4.6507978,3.6539032,3.0375726
102852,"David O'Reilly",4.7231927,5.3615603,4.7959528,4.3370571,3.4342346
102957,"Mike McCallister",5.1064091,5.3241735,6.5811582,3.062068,2.5857847
103257,"John Donahoe II",5.6105156,5.6081662,5.1427741,5.0875988,1.7552643
103277,"Bill Mitchell",4.4086857,5.5183573,4.8553276,4.5010924,3.2024047
103557,"Bob Toll",4.4419875,5.2174921,4.108067,3.4080441,3.7545428
104622,"Steve Zelnak Jr",4.1697726,4.9675879,4.2684803,3.3691549,3.9615858
105922,"Dave Joos",4.5557837,5.2422791,4.6616015,3.8876786,3.6397617
106669,"Andrew Liveris",3.9330971,5.2129111,4.9613771,3.4881196,3.9929099
140107,"Malon Wilkus",4.4593754,5.1170454,4.1754065,3.534692,3.6613376
140460,"John Tyson",4.5824189,5.3825855,4.6368041,3.730716,3.3142405
140469,"Leland Tollett",4.4761577,4.9983549,4.6962905,3.2893384,3.1668205
140551,"Richard Scrushy",5.1247268,5.3665438,5.4254599,4.3465476,2.975045
140603,"Mary Sammons",5.2638154,5.6889815,4.9957528,4.7535396,3.0787818
140630,"Doctor Marijn Dekkers",4.8233109,5.2670555,5.4184871,4.5945444,3.0181954
140694,"John Surma Jr",4.602067,5.7638726,2.901053,5.1958413,5.2153287
140784,"Michael Balmuth",5.107233,5.8415732,5.0362859,4.6028953,2.8719127
140952,"Dustan McCoy",3.9019191,4.4886875,4.478631,4.0625129,3.4619203
141344,"Roger Markfield",5.0487218,6.2281504,4.5608668,4.6241684,2.3371186
141347,"James O'Donnell",5.0779829,5.6611195,4.5778499,4.2765241,3.4390383
141392,"Kumar Mahadeva",4.8829947,5.334785,5.3520341,5.0699935,4.1170888
141499,"Jack Poe",4.6927667,4.7549052,4.4295325,4.7817421,3.4820256
141550,"Doctor Peter Farrell",5.2464643,5.3525271,4.7520247,5.4110937,2.626086
141647,"Paul Garcia",4.8190861,5.2592897,4.9548917,4.0171385,3.10145
141731,"John Chen",4.9653716,5.0773864,5.2146559,4.3982434,3.0971684
142070,"Joe Forehand Jr",4.9086003,5.3542271,5.556396,4.9786358,3.3301756
142081,"Bill Green",3.9952655,6.1918144,7,5.4173312,2.0992203
142115,"Rich Handler",4.6372132,5.266953,5.1128359,3.8609455,3.3862376
142213,"Jeff Black",4.6842961,5.210413,5.1284237,4.4345756,3.1471493
160007,"Gary Brukardt",5.709456,4.526722,5.0623255,5.1886506,2.64691
160028,"Bill Harvey",4.5463614,5.8045197,4.0825133,4.318089,3.4176402
180239,"Chris Nassetta",5.0475016,5.1430964,3.6499128,3.8427203,4.4546175
180569,"Doctor Martin Loeffler",4.6094742,4.762053,5.2769861,4.2009325,3.324765
180604,"Robert Spoerry",4.9839058,5.272944,5.2214308,4.8314438,3.1812215
180631,"Derrick Key",4.974956,5.0907254,6.3859186,4.4691734,3.3155308
180639,"Brian Jellison",4.6082811,4.9813623,5.032649,4.1562719,3.5019858
180856,"Paul Eibeler",4.8937545,5.024951,4.7151141,4.750484,3.2792339
180873,"Matthew Szulik",5.3523684,5.3262739,5.5031238,4.9843616,3.1141498
180915,"Jim Keyes",5.9367576,3.9285011,7,5.9769244,1
180971,"Jeff Lapin",5.0107703,5.0742316,4.8309283,4.408886,3.2525742
180974,"Jim Wright",4.6213756,5.8233442,4.9345207,4.3706174,3.1673996
181113,"Bob Bruggeworth",4.6169457,4.7825842,5.2954669,4.7256284,3.0562947
181369,"Neal Patterson",5.1725116,5.3631096,5.5308762,4.6523514,2.9772666
181370,"Doctor Lenny Bell",5.7836819,5.6247497,5.4598989,5.9133253,2.0650587
181456,"Wilson Sexton",3.6887698,5.8608165,4.2019858,4.6787214,3.2600203
181484,"Brad Jacobs",4.7922754,4.677876,4.6426601,3.9351521,3.2808197
181541,"Ron Nelson",3.8595302,4.4509406,3.7594626,3.0341754,3.9509945
181628,"David Schwartz",4.8112149,4.6694193,2.4324875,3.6378679,4.5283427
181631,"Norman Schwartz",4.656127,5.1378226,4.934782,4.7450318,3.2410104
181652,"Peter Munk",4.2578359,5.1851621,5.4583073,3.6612101,3.2040226
181782,"Robert Weiss",5.0104508,5.1066842,4.8208957,4.5865402,3.2802866
182088,"Wilmot Hastings Jr",5.4932437,4.7725749,5.7440176,4.6649542,2.7450466
182411,"Lip-Bu Tan",5.0184088,5.0014892,5.1527796,5.24193,2.9736168
182557,"Ron Mittelstaedt",4.7364359,5.1376534,4.7315464,3.9145443,3.711587
182636,"Gordon Stitt",5.3396335,5.169251,5.4956584,5.2794447,2.8687053
182663,"Kevin Sheehan",4.2562299,5.0413694,4.674952,3.8024635,3.5422494
182710,"Doctor Josh Boger",5.2080097,5.6602015,4.8849616,5.1867433,2.1985154
183011,"Michael Henry",4.6834736,5.42485,5.041306,3.958317,3.747649
183093,"Steve Berglund",4.7765512,4.93716,4.9568558,4.3693924,3.4241159
183262,"Jim Rogers",4.3779731,5.0344849,5.1770315,4.0660348,3.4761713
183300,"Will Lansing",5.0041437,5.2538357,5.0257382,4.3357677,3.0766017
183428,"Mike Cherkasky",4.7495337,5.2672668,5.09516,4.0823107,3.3107758
183490,"Jeff Sterba",4.4186206,4.9021592,4.3423367,3.5975058,3.5846035
183686,"Jim Taiclet Jr",4.5729246,5.1557393,4.4184179,3.4782436,4.10882
183773,"Scott Edmonds",5.0733638,5.882082,4.7324162,4.482326,2.5040114
183806,"John Lundgren",4.5894041,5.1036458,5.124589,4.0656343,3.2776906
183936,"Steven McCracken",4.3959727,5.3434372,5.0516725,4.1604671,3.4092314
200039,"Mark Rohr",4.2592177,4.9270363,5.0008001,3.7284973,3.5979095
200165,"Jim Voelker",4.9657831,5.0936804,5.2746124,4.7201457,3.282047
200407,"John Legere",5.4648333,5.1771598,5.8268838,4.6552572,2.7662165
200441,"Enrique Salem",5.1266317,4.9648333,5.5225019,4.9552779,3.1478066
200446,"John McGlade",4.2636008,5.136929,4.9173555,3.6849799,3.8558009
200799,"Gene Lee Jr",3.9848864,4.797298,5.1501179,2.8051281,3.6656291
200882,"John McAdam",4.8955722,5.0012589,5.4407439,4.6585269,3.160146
200919,"Lloyd Carney",5.2645249,4.8881493,5.6925912,4.1947203,3.1964309
201093,"Doctor Len Schleifer",5.4963508,5.3480778,4.5547657,5.9356184,2.0494983
201193,"John Haley",1,2.0124648,1.5365165,1,1
201319,"Harold Korell",3.8218048,4.8060846,3.6382265,3.3846428,4.7972059
201404,"Tom Howatt",4.3801994,5.0015998,5.1047516,3.6640968,3.1018903
201408,"Michael Bradley",4.6780853,4.8040743,5.0434761,4.2279468,3.6839981
201483,"Bill Nuti",4.9829555,5.0007815,3.6615491,4.7909908,3.8524919
201540,"Dick O'Brien",3.8331928,4.7230415,3.8217793,2.8874295,3.9935799
201727,"Tony Petrello",4.363143,4.8048587,4.5676718,3.8042169,3.4242065
201912,"Mike Fister",4.9172153,5.2118053,5.1542468,4.3007851,2.9286568
201946,"Michael Neidorff",4.9296794,5.4806161,4.9773917,4.1706548,3.038868
202229,"Dave Peterschmidt",4.5565243,5.019989,5.3694224,4.3246808,3.0893099
202282,"David Zaslav",5.179482,4.9845676,5.320117,4.2870927,3.1406889
202341,"John Meyer",5.1972175,5.3446403,5.7394915,4.5264516,2.9497805
202425,"Jim Cashman III",4.9247298,5.1605644,5.4124327,4.6466923,3.1971085
202435,"Doctor Sanjay Jha",5.1028905,5.9322338,7,5.2996445,1.04215
202548,"Marillyn Hewson",4.1040163,4.9643316,4.7387676,3.8550966,3.6151423
202680,"Marc Casper",4.9051328,5.3758235,5.4888878,4.6446195,3.0156968
202913,"Dan Dinges",3.574816,4.6235628,3.4184954,2.9482059,4.9948959
203640,"Kevin Kabat",4.6959558,5.5108023,5.2817297,4.1155481,3.0565023
203663,"Greg Hayes",3.9019401,4.6477857,4.9430408,3.7328761,3.6359894
203746,"Jeff Mezger",4.4848533,5.1666451,4.2797575,3.2749774,3.9982796
203790,"Mark Angelson",4.8195863,5.295692,5.3097253,4.1163373,3.0445547
203935,"Dirk Meyer",4.4459748,5.8012695,3.696892,6.6947565,3.0194476
204007,"Doctor Ralph Izzo",5.4836035,6.3818746,2.823283,6.6931567,4.1923285
204027,"Herb Allison Jr",3.841568,4.8168969,2.9689412,2.1871567,2.3333015
204211,"Lee Schram",4.9949899,5.2721395,5.4637313,4.2591772,3.1199667
204347,"Lynn Good",4.6194873,5.4052858,4.8410945,3.8071592,3.4480655
204387,"Christopher Kearney",4.4896011,4.9813643,5.0386229,4.1288004,3.7365794
204397,"Lew Kling",4.4717908,4.8081727,5.0467505,3.7278123,3.5631878
204432,"Joe McGrath",2.9672685,3.7510359,2.4709382,1.2135271,3.1304586
204453,"Anders Gustafsson",4.8042555,5.120141,5.2720518,4.7770419,3.0571635
204547,"Jack Barnes",4.9356179,5.3437939,4.4992032,3.670028,3.5825951
204719,"Scott Steffey",4.976862,5.3450637,5.2248111,4.0487671,2.868
204784,"Richard Dugas Jr",4.6232181,5.286694,4.6278725,3.8614118,3.6248291
204836,"Henry Theisen",4.5344319,5.266243,5.279531,4.3720951,3.230494
204855,"Leo Denault",4.4625535,5.3228431,4.5442014,3.8680348,3.5311937
204874,"Tom Georgens",5.4213476,5.3247004,5.950027,5.1760459,1.9568101
205031,"Olivier Filliol",4.8837738,5.3082933,5.2632051,4.4640913,3.2071865
205052,"Al Neupaver",4.1557498,4.9920344,4.7628403,3.4219348,3.5483496
205089,"John Gibson",4.1773863,4.9552999,3.9517498,3.5121357,3.858089
205405,"Sanjay Mehrotra",4.7207747,4.3998914,4.6477776,4.7873988,3.1296461
205487,"Brian Goldner",5.0614519,5.1000991,4.9811535,5.0723219,2.9936945
205492,"Monte Redman",4.3771014,5.3225889,4.3778882,3.1507907,3.4598067
205673,"Don Slager",4.3004065,4.8258061,5.1714053,3.4790049,3.598047
205747,"Paul Sagan",5.4342666,5.0480928,5.6597972,4.6461658,3.0038164
206108,"Joe Papa Jr",5.3521752,5.3771319,5.28617,4.6274471,2.845439
206379,"Frank D'Souza",4.9273686,5.3662663,5.2411304,4.4468098,3.1937249
206428,"Rich Harshman",3.9961102,5.2544394,5.263104,3.765476,3.5774884
206520,"Mohan Maheswaran",4.7153039,4.7505593,5.2324991,4.8015528,3.0972362
206589,"Laura Alber",5.1084313,5.935411,5.0837259,4.7997203,2.685148
206615,"John Ferriola",4.1556439,4.7989335,4.3984151,3.2763939,3.9369104
206976,"Steve Mueller",3.8025725,5.0352769,3.7228789,3.497545,4.956265
206993,"Jason Carlson",4.714303,4.8221359,5.0298142,4.983192,3.3734767
207048,"Clay Williams",4.0584302,4.7939124,3.945786,3.683073,4.1776156
207120,"Peter Lankau",5.3842101,5.7755051,4.9714913,5.551796,2.5202193
207228,"Ed Heffernan",4.6839962,5.0752091,4.7902799,3.8518906,3.213778
207452,"Manny Chirico",5.0403147,5.6242843,4.7986822,4.3259563,2.570869
207627,"Tom Folliard",4.3486042,5.0013061,4.8345604,3.9635036,3.5123682
207884,"Carl Bass",4.9613628,5.1456251,5.4623823,4.6128387,3.1201644
