DirectorID,DirectorName,openn_m5u,consc_m5u,extra_m5u,agree_m5u,neuro_m5u
207965,"John Standley",4.9029479,5.321568,5.1908178,4.4791889,2.932724
210035,"Doctor Paul Friedman",5.2705131,5.4045773,4.2693458,5.8050251,2.126801
220005,"Mike Kneeland",4.5117922,5.0184765,4.9614987,3.8351953,3.7323904
220292,"Bill Ayer",4.6401224,4.791996,4.5096712,3.1867216,3.769598
220546,"Ralph Lauren",4.7116694,3.8339508,2.6082301,2.9028082,1.4042629
270758,"Al Stroucken",4.7509332,5.3793778,5.0914316,4.4939742,3.4923971
270963,"Steve Johnston",4.4824967,5.1767735,4.7276592,3.9637604,3.4514763
272234,"Bruce Broussard",5.2882843,5.5524678,5.2231917,4.8433743,2.8802645
272506,"Randall Oliphant",4.1393795,4.9053569,3.718308,2.3908179,4.1577663
272624,"Earl Congdon Jr",4.3328977,5.159647,4.8000393,3.4055927,3.9637077
272769,"Bob Sulentic",4.7266345,5.2288036,5.0922365,4.2395644,3.5867891
272786,"Doctor George Scangos",5.656064,5.5744457,5.4832215,5.417798,2.5828831
274122,"Ken Denman",5.5381308,5.0339308,5.4198785,4.6819015,2.8617494
275101,"Benson Smith",5.2138839,5.488946,5.3653383,4.8268447,3.0338352
275578,"John Pinkerton",3.9441481,4.9372559,4.0361066,3.5272729,4.6191564
310268,"Jon Judge",4.9196792,5.3406162,5.1875553,4.6920686,3.2535522
310270,"Ellen Kullman",5.1605721,5.9663858,5.8355689,4.4013667,3.9555871
310311,"Ward Klein",4.7538848,5.2528205,4.9243088,4.5882783,2.8743284
310366,"Chuck Berger",4.9158225,5.4809375,5.3235106,4.4752517,3.1536763
310487,"Denise Morrison",4.9751759,5.9732761,5.0525355,4.8630257,3.001472
320193,"Roland Smith",4.8562541,5.8274317,4.8936863,4.0007911,3.554565
322971,"Bruce Klatsky",5.1199031,5.9592934,4.2438622,4.455761,2.358007
322975,"Mark Weber",4.6067157,5.3257117,5.0723767,4.1551704,3.2715535
323356,"Jeff Ettinger",5.7798257,6.2250943,4.8852372,5.6533852,4.5596738
323615,"Kevin Benson",4.7468476,5.1456709,5.1744709,4.0289145,3.2948289
324511,"Doctor Gary Guthart",5.4043832,5.5673275,5.2809968,5.3105593,2.5737376
325222,"John Marr Jr",5.0131531,5.3472581,4.9914141,4.6393442,3.2703664
325858,"Tom Fanning",4.41921,5.2325616,4.4119244,3.2572608,3.5417421
326016,"Steve Newberry",4.6242104,4.4313912,5.4762163,4.7858615,3.5052242
326472,"Daniel Hamburger",4.8314013,5.3487291,4.6178479,4.2422137,2.7687178
326555,"Paul Beideman",4.4404235,5.5363445,4.7776947,3.5133927,3.0294788
326734,"Phupinder Gill",4.968955,5.4012122,5.1207399,4.0917149,3.1258874
326736,"Craig Donohue",4.8642588,5.3885012,5.2458754,4.3042669,3.2080243
327474,"Dave Aldrich",4.630342,4.5127301,4.8920002,5.0418391,3.0028327
328877,"Bob Donahue",4.8236032,3.8945293,5.5208898,2.850421,3.9542949
329147,"Rick Hamada",1,1,1,1,1
330281,"Doctor Donald Morel Jr",4.8365464,5.349545,5.2448645,3.9820228,3.8328633
330328,"Muhtar Kent",4.0430517,4.8385477,4.7024441,1.325094,5.4658146
330485,"Alan Wilson",4.8571591,5.6705437,5.180326,4.5333943,3.052479
330703,"Greg Wilkins",4.2546878,5.1795707,4.4923029,3.0277483,3.324435
330733,"Jamie Sokalsky",3.9204974,4.6618104,3.5264735,2.6569653,3.9802516
332588,"Ernie Danner",4.0086446,4.8508239,4.3089828,3.7536786,4.1522107
332876,"Rick Waddell",4.9488177,5.5668187,5.4313784,3.7761922,3.2703478
332915,"Frank Martire Jr",4.9014888,5.3918829,5.1461139,4.1736155,3.0242198
333096,"Thomas Waechter",4.2512717,4.6421423,4.8389726,4.5294504,3.1833019
333171,"Strauss Zelnick",5.1479301,5.0878224,5.4035072,4.51859,3.0090635
333393,"Mike Lovett",5.3698783,4.9562707,5.8080554,4.7640572,2.9370787
333489,"Rich Kramer",4.9607353,3.3859749,2.2503057,3.224628,1
333604,"Liam McGee",4.8253045,5.4608631,5.1469126,4.0938478,2.8807664
333925,"Bob Skaggs Jr",4.5762401,5.1373239,4.443119,3.4059546,3.290834
334236,"John Russell",4.4163418,5.3603883,4.2333665,3.812773,3.7137272
334655,"Don Correll",4.471498,5.2962232,4.3873,3.7281308,3.6551712
335279,"Bob Peterson",4.914083,5.4915075,4.6958094,3.6810682,3.2073917
335399,"Clint Severson",5.1079259,5.5749674,5.13767,5.1399617,2.8401306
335472,"Glenn Murphy",5.1165237,5.6973052,5.1079521,4.5124741,2.8029063
335858,"Mike Jennings",4.7717776,5.143681,4.5256686,4.0865002,1
335875,"Rob Pollock",4.937068,5.5714355,5.2011657,4.0383658,3.3761263
336173,"Mike Minogue",5.7108274,5.4069991,5.5221038,5.7395458,2.3552644
336349,"Fred Eppinger Jr",4.8401036,5.2551956,5.2884054,4.0483856,3.3269196
336406,"Mike Lamach",4.2889981,4.5331044,5.6151171,3.9737544,3.5273395
336815,"David Thompson",3.8403134,4.6889958,4.2993531,3.7088721,3.5158565
337386,"Jay Flatley",4.962142,5.2635398,5.1221113,4.9357052,3.1565933
337999,"Jim Smith",4.4977112,5.5152926,4.9134402,3.8098695,3.2857332
341794,"Joe Swedish",5.2720976,5.4898896,4.1708322,4.8020091,2.8882201
343048,"Oleg Khaykin",4.5965309,4.7303329,4.9015608,4.0861211,3.4850032
343707,"Rodney Sacks",4.8496375,5.2889056,4.8570514,4.3463178,3.2830632
343952,"Doug Tough",5.1549878,5.7876496,5.8686566,4.4275479,3.2422304
345671,"Terry Bassham",4.5808859,5.4096828,4.6856623,4.0588713,3.4451339
346029,"Rick Smith",3.0677979,4.1251297,4.3542924,3.8563266,3.9054658
346471,"Doctor Jay Stein",5.0824943,5.4212608,4.194766,4.492866,2.7336588
349740,"Bill Stone",4.8584695,5.0510001,5.0829997,3.99877,3.4824109
349932,"Steve Demetriou",4.2874799,4.8028936,5.3357873,3.6840796,3.7083313
370374,"Kevin Crutchfield",4.2330852,4.9845638,4.1447806,3.323472,4.1162419
370914,"Oscar Rodriguez",4.7818518,5.1425776,4.4628954,3.4745114,3.2634482
372227,"Jay Taylor",3.4829426,4.6233344,3.2402055,2.2524343,4.2190132
374440,"Steve Wilson",4.2747192,5.043251,4.1030612,3.3095868,3.9223831
375450,"Tom Swidarski",4.7634783,5.1782894,5.6522665,4.5586562,3.1153913
375926,"Marc Benioff",5.382144,4.9733882,5.4125481,4.5593066,2.8682358
443291,"Alan Armstrong",4.0251021,4.9099884,3.9982145,3.4467251,4.2622752
444684,"John Coyne",4.7240186,4.8174105,5.1673279,4.5220699,3.4196169
444827,"Brad Smith",5.2823553,5.3407898,5.2575932,4.8631105,2.8388145
446101,"Rick McVey",4.7183375,4.6794443,3.4505649,4.7566314,2.8766308
447591,"General John Jumper",3.9640441,5.1502008,5.470592,3.371001,3.598922
447596,"Michael Hsing",4.5444598,4.7433944,4.7496715,4.4881487,3.2138085
450233,"Doctor Santanu Das",4.929318,4.7459693,5.1450524,4.4022331,3.2083361
451398,"Jim Prokopanko",3.6693032,4.4617801,3.8976352,3.0997765,3.7268612
452023,"Joe Taranto",4.8287983,5.4062929,5.4926448,4.6710458,3.1918235
452539,"Mark Blinn",4.3240285,5.014513,4.9503012,3.9635274,3.6220353
452542,"Martin Anstice",4.7527957,5.1467376,5.1572127,4.4151678,3.1410792
452885,"Mark McLaughlin",5.1305399,5.0666976,5.3472209,4.6618056,3.1511345
454318,"Ray Wirta",4.6870008,5.2165008,4.3411098,3.9037297,3.6140034
456592,"John Hayes",4.4699254,5.1655955,5.0427485,4.0614362,3.4460011
456595,"Martin Craighead",4.0359163,4.8614144,4.4411898,3.7158563,4.1009588
483438,"Bill Wulfsohn",4.5284295,5.211679,5.1333613,3.3929143,3.5521336
483835,"Gary Heminger",3.6795211,4.6287618,3.8050945,2.7638171,4.2395248
484620,"Bill Brown",4.5669889,5.4960985,5.0983229,3.0874746,3.6791868
484855,"Paal Kibsgaard",4.0178828,4.802072,3.9290028,3.8675747,4.1253781
485621,"Ian Read",5.3350263,5.6155038,5.3672333,5.0938306,2.4019363
485706,"Steve Kandarian",4.6460271,5.1825509,4.9839892,3.864532,3.2829177
486028,"John Cannon III",4.3049021,5.1762638,5.2380204,4.0879936,2.5904894
486086,"David Wallis",4.3747706,5.2437067,5.0013571,3.5800097,3.0282476
486834,"Ryan Lance",4.0118465,4.8829536,4.1910415,3.3753247,3.8400052
487099,"Mary Dillon",5.265604,5.6490912,5.4140606,4.6751981,2.7891896
487275,"Luke Kissam IV",4.5078254,4.1726055,3.7379198,4.4972239,3.2773008
487366,"Angela Braly",6.5870829,6.6035976,5.4133916,7,1.2280037
488379,"Kevin Plank",5.1235318,5.681541,4.9373407,4.4894328,2.5116971
488571,"Mark Jagiela",4.6265144,4.5594687,4.5871978,4.9142432,3.039829
489040,"Dave Kirchhoff",5.2263341,5.5764194,5.1910276,4.7462015,2.7100885
489174,"Jeff Sprecher",4.9597597,5.256609,5.8321662,3.5926249,3.3128812
489256,"Denise Ramos",4.1043143,4.7052131,5.4548035,3.9818785,3.4099009
489318,"Joe Carrabba",3.7981424,4.7264047,3.9716992,2.89466,4.2265968
489595,"Dan Ninivaggi",4.3142123,4.2256355,4.4412842,2.6078954,3.2184193
490718,"Tom Joyce Jr",4.8863726,5.2187099,5.2395797,4.1867561,3.2628124
492239,"Pierre Nanterme",5.2124848,5.375772,5.3697696,4.5998063,2.8994164
499582,"Scott Anderson",4.9382849,5.1668177,5.0260463,4.8207402,3.3105564
500070,"Wyman Roberts",4.9160461,5.6834979,4.9014072,4.0290713,3.401845
501690,"Scott Howe",5.4159856,5.4134297,5.7510176,4.8612127,2.8136563
502258,"Hikmet Ersek",5.0190859,5.3555336,4.7120562,4.5150752,3.0352497
510444,"Bill DeLaney III",5.564086,5.9016995,4.6356015,3.5933683,3.6723311
512578,"Robert Vrij",5.1264997,5.439508,5.4195437,5.0131125,2.8400872
532168,"Gretchen McClain",4.4507761,4.8996172,5.4959226,4.1350002,3.3796375
532411,"David Seaton",4.0162373,5.0892653,4.238759,3.7699111,3.9804628
533163,"Paul Campanelli",5.1079059,5.2537479,5.1495929,4.6998892,2.8547947
533555,"Nick Akins",4.6922603,5.4094081,5.0796127,4.0283451,3.5717132
533764,"Lowell McAdam",5.1735964,4.9096136,5.8900223,4.3484173,2.9880235
533922,"Ben Feder",5.08884,4.773459,5.0804534,4.5868387,2.8507452
534445,"Inge Thulin",4.9642243,5.2183003,5.4357452,4.3717413,2.8537953
534543,"Bob Bradway",4.834435,5.1275492,3.9545326,4.4072332,2.0227492
534777,"Mark Costa",4.3806639,4.9490409,5.4795747,3.8561742,3.3311756
534932,"Frank Bisignano",4.3398395,5.3223872,5.2740955,3.9858172,3.3531351
534954,"Chris Crane",3.6372008,5.9715047,4.1949077,5.3240428,4.1474023
535086,"Dave Wood",3.3925674,4.7082362,3.3316774,3.4304564,4.8427377
535729,"Susan Story",3.7999237,4.8109255,4.246314,3.5988638,3.7798305
536170,"Craig Menear",5.1877804,5.7837529,5.1741486,4.6617994,2.9842503
541636,"George Barrett",5.3698688,5.6507068,5.718441,4.9167833,2.9941835
541897,"David Hallal",5.9003167,5.8625636,5.3292503,6.478838,1.9751036
542142,"Doctor Lisa Su",4.7541833,4.6535144,4.7212558,5.6913013,3.0759244
549866,"Walter Rosebrough Jr",4.5385132,4.9576612,4.7811766,4.3898544,3.1391108
550938,"Mike Ahearn",4.3575397,5.2767529,4.6779518,3.6371675,3.9377732
550943,"Jeff Slovin",5.196651,5.340734,4.9805226,4.8456864,3.2702785
551171,"Michael Rapino",5.1486554,5.0435047,5.0191774,4.2054806,3.2643783
594011,"Alex Molinaroli",4.3833876,5.0477252,5.6190519,4.0610871,3.1655467
598481,"Henry Fernandez",4.9773622,5.219357,5.0301437,4.2953858,3.3228157
598486,"Roger Linquist",4.5107841,3.460423,3.7905097,3.1023977,2.7573695
598774,"Patrick Decker",4.6971836,5.2578483,5.5595431,4.127295,3.4825726
599918,"Jack Fusco",4.2105379,5.3352385,4.2902341,3.5835068,3.5606112
602673,"Kevin O'Donnell",4.8363318,5.2188926,5.1536551,4.1230183,3.2582297
604908,"Mike Corbat",5.0668101,5.4667783,5.2891436,4.307857,3.0075214
604944,"Dave Holveck",5.5702343,5.7636776,5.4235363,5.5556464,2.5927439
607236,"Greg Johnson",4.7324848,5.312458,5.0495739,3.9400191,3.4204128
620135,"Pierce Norton II",3.7336555,4.7677383,3.1109402,3.3956361,4.5885105
620137,"Terry Spencer",3.6641502,4.6784921,2.9981492,3.0059488,4.2456861
621903,"Mark Sutton",4.0935321,5.105618,4.6030984,3.7862542,3.7015254
646335,"Mark Zuckerberg",5.5883183,5.1577029,6.1759887,4.4766016,2.5798006
730580,"Barry Perry",4.1212573,4.7454376,4.8095427,3.9229178,3.5571418
745222,"Carlos Rodriguez",5.0348358,5.4957337,5.2666516,4.6876054,3.0749321
747756,"Alex Gorsky",5.3699059,5.6466513,6.1825953,5.1521034,2.7002444
750963,"Benno Dorer",4.702178,5.4157457,5.4185147,4.0051842,2.765826
764621,"Brian Krzanich",3.8633897,4.7131915,4.3073688,4.8269181,3.4019933
772452,"John Klein",4.7039156,5.3507557,4.7097578,4.1565185,3.2989354
793112,"John Idol",5.2218442,5.840549,4.9725103,4.8653069,2.641161
801207,"Hubert Joly",5.2562799,5.7600689,5.5287304,5.3535376,2.5438945
833894,"George Oliver",4.6041036,4.9879222,5.6909475,4.4204044,3.1797101
834687,"David Smith",4.5053253,4.9331589,4.701932,3.583173,4.1533675
837065,"Omar Ishrak",5.0978651,5.3962708,5.5340099,4.7498655,3.0707357
837621,"Sean Connolly",4.7446008,5.6343255,5.2424631,4.3201585,3.2740376
879252,"Mike Mahoney",4.8503041,5.1839881,5.1557345,4.6642394,3.5135288
886673,"Diana Adams",4.4574089,5.5185757,4.8566723,3.8619463,3.5217569
887000,"Dom Addesso",4.7919955,5.1536298,4.4372187,3.4658082,3.9216599
982449,"Frank Coyne",5.1641908,5.3885636,5.9136238,3.5860195,2.9842064
982579,"Scott Stephenson",5.1514597,5.5178704,5.5824189,4.4893279,2.9368439
992623,"Kessel Stelling Jr",4.5928206,5.4105496,5.2715259,3.7718992,3.2611544
1008949,"Jerome Peribere",4.6200047,5.2335491,5.3196902,4.0419531,3.1152687
1009744,"Roger Jenkins",3.7669904,4.7050157,3.3350811,3.1749637,4.6194906
1047323,"John Chiminski",5.4964223,6.0530519,5.6136909,6.2747841,3.3153236
1053922,"Doug Yearley Jr",4.43536,5.1997294,4.2401314,3.5719104,3.7952988
1055310,"Ken Xie",5.3521261,4.8906875,5.6061192,5.504344,3.1047165
1070934,"Dave French",4.6781816,4.8875241,5.0960708,4.9901814,3.0845542
1076347,"Jeff Sloan",4.9775076,5.3212676,5.2126436,4.5305009,3.2128158
1077323,"Doctor Ludwig Hantson",5.1128445,4.9248662,4.5376139,4.9179411,1.5886416
1081716,"James Verrier",2.5623763,3.4496212,4.1768403,3.5272453,4.5771947
1085549,"Tom Hill",4.3097167,3.7379446,4.0251083,4.0975423,1.3447118
1089889,"Mick Farrell",4.5395484,5.191844,4.7726274,3.6543126,3.3031707
1090459,"Victor Luis",5.4243288,5.7829151,4.6238585,4.8822241,2.6371267
1094244,"Jim Herbert II",4.6482258,5.2678618,4.8237467,4.2413154,3.4708879
1117420,"Kevin Lobo",4.9918761,5.5739503,5.4757695,4.3568149,3.1297202
1126646,"Rory Read",4.6519704,4.7886763,5.4064755,5.1899014,3.1567237
1201373,"Bernardo Hees",4.3065519,5.4649491,4.3706727,3.8371711,3.2933035
1207036,"Andrew Wilson",5.3468008,5.0609012,5.8452821,5.4759493,2.9549453
1282519,"Robert Thomson",5.4596176,5.5004396,5.3586645,4.3131189,2.6769152
1314672,"Lee Tillman",3.2595093,4.5231833,3.435287,3.1130562,4.8184662
1702136,"John O'Donnell",4.8966408,5.2691121,5.49716,4.6717453,3.0934634
1948570,"Paul Anderson",4.5753579,5.3348765,4.6165085,3.7554293,3.6488478
16,"David Shaw",,,,,
821,"Jean-Claude Monty",,,,,
957,"Chuck Schwab Jr",,,,,
1704,"Dan Akerson",,,,,
2095,"Chuck Knight",,,,,
2866,"Paul Allaire",,,,,
3162,"Ed Mueller",,,,,
3617,"Doctor Dennis Bristow",,,,,
4450,"Ken Whipple Jr",,,,,
4510,"Kevin Watts",,,,,
4947,"Sir Win Bischoff",,,,,
5237,"Dick Kogan",,,,,
6499,"John Bryson",,,,,
7233,"Roz Brewer",,,,,
7574,"Bob Pittman",,,,,
8707,"Doctor Dugald Baird",,,,,
8747,"Doctor Peter Harf",,,,,
9371,"Charles Burdick",,,,,
9622,"Jack Byrne",,,,,
9738,"Ray Elliott",,,,,
10122,"Steven Bollenbach",,,,,
10146,"Rick Braddock Sr",,,,,
10371,"Edward Isdell",,,,,
10661,"Tom Kemp",,,,,
11003,"Erroll Davis Jr",,,,,
11021,"Doug Dunn",,,,,
11523,"Arun Sarin",,,,,
11732,"LÃ©o Apotheker",,,,,
11978,"Bart Becht",,,,,
12761,"Tom Glocer",,,,,
13108,"Geoffrey Bible",,,,,
13332,"Jim Kelly",,,,,
15156,"Lachlan Murdoch",,,,,
15262,"Peter Wennink",,,,,
17012,"Doctor Rick Thoman",,,,,
22552,"Doctor Jack Welch Jr",,,,,
22706,"Jac Nasser",,,,,
23366,"Bill Ford Jr",,,,,
23482,"Tom Dooley",,,,,
23537,"Bob Bakish",,,,,
24224,"Peter Godsoe",,,,,
24391,"Seifi Ghasemi",,,,,
24504,"Bob Miller",,,,,
24849,"Bill Marriott Jr",,,,,
24868,"Edgar Bronfman Jr",,,,,
24987,"Arthur Martinez",,,,,
25002,"Alan Lafley",,,,,
25017,"Les Moonves II",,,,,
25392,"Phil Carroll Jr",,,,,
25937,"Durk Jager",,,,,
26164,"Doctor William McCormick Jr",,,,,
26649,"Barry Perry",,,,,
27371,"Andy McIver",,,,,
27485,"Larry Ellison",,,,,
29066,"Jochen Zeitz",,,,,
29176,"Louis Camilleri",,,,,
29804,"Dave Weidman",,,,,
29808,"Fred Langhammer",,,,,
30463,"Robert Matschullat",,,,,
31200,"Ralph Larsen",,,,,
31226,"Bill Weldon",,,,,
31458,"Mike Carpenter",,,,,
31466,"John Reed",,,,,
31477,"Andrall Pearson",,,,,
31504,"Larry Bossidy",,,,,
31513,"Carly Fiorina",,,,,
31551,"Ken Frazier",,,,,
31584,"Doctor Hank McKinnell Jr",,,,,
31589,"Bill Steere Jr",,,,,
31611,"Harold Scott Jr",,,,,
31621,"Bill Gates III",,,,,
31662,"Jill Barad",,,,,
31668,"Steve Ballmer",,,,,
31789,"Paul Maritz",,,,,
31854,"Bob Muglia",,,,,
32009,"Charles Heimbold Jr",,,,,
32010,"Jamie Houghton",,,,,
32169,"R Clark",,,,,
32204,"Chuck Prince III",,,,,
32214,"Bob Willumstad",,,,,
32273,"The Hon. Dick Cheney",,,,,
32370,"Jim McNerney Jr",,,,,
32371,"Doctor Bob Nardelli",,,,,
32426,"Jim Ringler",,,,,
32461,"Joe Hogan",,,,,
32533,"Doug Daft",,,,,
32543,"Warren Buffett",,,,,
32570,"Ed Whitacre Jr",,,,,
32573,"Doug Ivester",,,,,
32599,"Mike Lawrie",,,,,
32613,"Kevin Rollins",,,,,
32638,"Evan Greenberg",,,,,
32641,"Hank Greenberg",,,,,
32649,"Sam Palmisano",,,,,
32654,"Lou Gerstner Jr",,,,,
32794,"Frank Zarb Sr",,,,,
32896,"Bill Amelio",,,,,
32899,"Gus Blanchard III",,,,,
32910,"Dick Kovacevich",,,,,
33020,"Betsy Holden",,,,,
33072,"Randall Stephenson Jr",,,,,
33129,"Thomas O'Brien",,,,,
33178,"Hugh McColl Jr",,,,,
33248,"Dave Pottruck",,,,,
33350,"Mike Eskew",,,,,
33351,"Captain Dan Mudd",,,,,
33354,"Bob Morrison",,,,,
33409,"Gordon Binder",,,,,
33452,"Jack Greenberg",,,,,
33454,"David Jones Sr",,,,,
33472,"Rich McGinn",,,,,
33491,"Professor Doctor Jeff Leiden",,,,,
33503,"Safra Catz",,,,,
33535,"Hans Becherer",,,,,
33569,"Keith Block",,,,,
33581,"Mike Bonsignore",,,,,
33593,"Paul Chellgren",,,,,
33610,"Clifford Alexander Jr",,,,,
33627,"Arthur Blank",,,,,
33628,"Greg Maffei",,,,,
33659,"Peter Browning",,,,,
33661,"Ken Thompson",,,,,
33668,"Harvey Golub",,,,,
33689,"Al Kelly Jr",,,,,
33694,"Carol TomÃ©",,,,,
33719,"Doctor Vance Coffman",,,,,
33722,"Lewis Campbell",,,,,
33736,"Doctor Bill Stavropoulos",,,,,
33763,"Lanty Smith",,,,,
33812,"Andy Rasdal",,,,,
33822,"Livio DeSimone",,,,,
33852,"Roger Hochschild",,,,,
33966,"Pete Coors",,,,,
34009,"Pat Stokes",,,,,
34013,"Jack Grundhofer",,,,,
34052,"Greg Parseghian",,,,,
34135,"The Hon. Hank Paulson Jr",,,,,
34164,"David Moffett",,,,,
34167,"Andy Cecere",,,,,
34204,"Jack Schiff Jr",,,,,
34222,"Pat Russo",,,,,
34223,"Art Weinbach",,,,,
34224,"Gene McGrath",,,,,
34226,"Leo Kozlowski",,,,,
34262,"John Fort III",,,,,
34281,"Dan Jorndt",,,,,
34282,"Dave Bernauer",,,,,
34288,"Al McNally",,,,,
34317,"Jeff Rein",,,,,
34334,"Ed Breen",,,,,
34394,"Louis ChÃƒÂªnevert",,,,,
34404,"Hap Wagner",,,,,
34413,"Greg Wasson",,,,,
34436,"Bill Berry",,,,,
34465,"Robert Niblock",,,,,
34471,"August Busch IV",,,,,
34543,"David Johnson",,,,,
34596,"Doctor Phil Condit",,,,,
34668,"Devin Wenig",,,,,
34678,"Doctor Tom Engibous",,,,,
34696,"Bill Andres",,,,,
34714,"Mike Parker",,,,,
34826,"Chris Kubasik",,,,,
34866,"Jim Farrell",,,,,
34883,"George Tamke",,,,,
34920,"Jim Meyer",,,,,
34948,"Charles Cawley",,,,,
34949,"Alfred Lerner",,,,,
34977,"Bruce Hammonds",,,,,
35016,"Tom Falk",,,,,
35031,"Terry Murray",,,,,
35050,"T Dunphy",,,,,
35069,"Tom May",,,,,
35103,"James Benson",,,,,
35109,"Jeff Greenberg",,,,,
35119,"Laurence Tisch",,,,,
35142,"Doctor Thomas Frist Jr",,,,,
35161,"Steve Hardis",,,,,
35175,"Sam Hazen",,,,,
35177,"R Johnson",,,,,
35223,"David Farr",,,,,
35248,"Bill Cobb",,,,,
35256,"Douglas McCorkindale",,,,,
35288,"Tom Lynch",,,,,
35308,"John Curley",,,,,
35310,"Chris Galvin",,,,,
35347,"Fred Tucker",,,,,
35448,"James Zimmerman",,,,,
35484,"Richard Anderson",,,,,
35509,"John Wren III",,,,,
35571,"Doctor Jeff Bleustein",,,,,
35587,"Jim Ziemer",,,,,
35608,"Bob Fisher",,,,,
35622,"Bill Lindig",,,,,
35678,"Maury Myers",,,,,
35691,"Larry Montgomery",,,,,
35745,"George Sullivan",,,,,
35799,"Professor Doctor John Malone",,,,,
35803,"Brian Roberts",,,,,
35815,"Bruce van Saun",,,,,
35840,"Wallace Malone Jr",,,,,
35889,"Vic Lund",,,,,
35915,"Don James",,,,,
35937,"William McMullen",,,,,
35939,"Doctor Joseph Pichler",,,,,
36014,"Bill Osborn",,,,,
36112,"Raymond LeBoeuf",,,,,
36114,"Ken Wolfe",,,,,
36116,"Chuck Bunch",,,,,
36118,"Rick Lenny",,,,,
36178,"Ken Powell",,,,,
36223,"Mindy Grossman",,,,,
36255,"Dave Mackay",,,,,
36264,"Glen Barton",,,,,
36267,"Corbin McNeill Jr",,,,,
36276,"Jim Jenness",,,,,
36279,"Bill Perez",,,,,
36329,"Kevin Sheehan",,,,,
36348,"Doctor Ramani Ayer",,,,,
36353,"Bob Selander",,,,,
36487,"Duane Collins",,,,,
36501,"Chris Connor",,,,,
36539,"Ray Bingham",,,,,
36541,"Tom Chapman",,,,,
36542,"H Franklin",,,,,
36550,"Bill Dahlberg III",,,,,
36748,"Ron O'Hanley III",,,,,
36791,"AndrÃƒÂ© Calantzopoulos",,,,,
36800,"Jim Tisch",,,,,
36806,"Bob Lane",,,,,
36838,"Lloyd Blankfein",,,,,
36841,"Bob Steel",,,,,
36850,"Sam Allen",,,,,
36854,"Marsh Carter",,,,,
36866,"Bobby Mehta",,,,,
36885,"Ron Loeb",,,,,
36888,"Chris Sinclair",,,,,
36907,"Larry Culp Jr",,,,,
36986,"Glenn Andreas Jr",,,,,
37206,"Ned Barnholt",,,,,
37246,"Steve Rusckowski",,,,,
37351,"Orin Smith",,,,,
37421,"Steve Farris",,,,,
37441,"Steve Temares",,,,,
37711,"Leonard Feinstein",,,,,
37726,"Pat Hassey",,,,,
37911,"Joe Galli Jr",,,,,
38021,"J Nichols",,,,,
38096,"Brian Duperreault",,,,,
38106,"Joe Foster",,,,,
38276,"Bob Kohlhepp",,,,,
38326,"Bill Sovey",,,,,
38496,"John McDonough",,,,,
38561,"Ben Cammarata",,,,,
38571,"Arne Sorenson",,,,,
38606,"Jim Broadhead",,,,,
38656,"Harry Kraemer Jr",,,,,
38671,"Ted English",,,,,
38771,"Jack O'Brien",,,,,
38821,"Tom Golisano",,,,,
39126,"Wes Bush",,,,,
39251,"Doctor Hector de Jesus Ruiz",,,,,
39706,"J Leonard",,,,,
39936,"Mark Grier",,,,,
39976,"Peter Lewis",,,,,
40166,"Jim Young",,,,,
40291,"Tricia Griffith",,,,,
