DirectorID,DirectorName,openn_m5u,consc_m5u,extra_m5u,agree_m5u,neuro_m5u
533891,"Alan Schnitzer",,,,,
534106,"Jim Squires",,,,,
534187,"Tony Will",,,,,
534201,"Ernest Santi",,,,,
534436,"Jerry Norcia",,,,,
534761,"Bill Thomas",,,,,
534783,"Hank Kucheman",,,,,
534948,"Don Thompson",,,,,
534961,"John Clendening",,,,,
535064,"John Christmann IV",,,,,
535083,"Matt Levatich",,,,,
535617,"Bob Jordan",,,,,
535956,"Mark Rosenthal",,,,,
536199,"Mike Hayford",,,,,
536220,"Scott Dodson",,,,,
536623,"Manny Rivelo",,,,,
536628,"Chuck Robbins",,,,,
536839,"Doctor Jeff Jacobson",,,,,
536969,"M Hardwick",,,,,
537143,"Dan Florin",,,,,
540575,"Ernie Herrman",,,,,
540860,"Tim Gitzel",,,,,
540963,"Paul Wilson",,,,,
541851,"Nikesh Arora",,,,,
542015,"Jay Chaudhry",,,,,
542274,"Amar Hanspal",,,,,
543924,"Dave Lougee",,,,,
543938,"David Hutchens",,,,,
544223,"Dean Connor",,,,,
545218,"Chris O'Connell",,,,,
545366,"Willie Chiang",,,,,
545843,"Terrence Curtin",,,,,
545851,"Doctor Ajei Gopal",,,,,
545856,"Margo Georgiadis",,,,,
546457,"Doctor M Khatibzadeh",,,,,
546625,"Nader Tavakoli",,,,,
547579,"Doctor Dave Mosley",,,,,
547628,"Paul Donahue",,,,,
547732,"Frank Grillo",,,,,
548131,"Andreas Fibig",,,,,
548238,"Yves Brouillette",,,,,
548682,"Mark Smucker",,,,,
549005,"George Kurtz",,,,,
549036,"Jay Forbes",,,,,
549248,"Glenn Fogel",,,,,
549254,"Jon Moeller",,,,,
549272,"David Taylor",,,,,
549620,"Leonard Mallett",,,,,
549793,"Joc O'Rourke",,,,,
550037,"Doctor Anirudh Devgan",,,,,
550759,"Mike Mears",,,,,
551218,"Bryan Perez",,,,,
551643,"Rick Muncrief",,,,,
551815,"Brian Sondey",,,,,
552734,"Charles Reimer",,,,,
554044,"Jim Farley Jr",,,,,
554070,"Mike Zahra",,,,,
554191,"Manolo ZÃƒÂºÃƒÂ±iga-PflÃƒÂ¼cker",,,,,
555156,"Gordon Kerr",,,,,
555180,"Ian Dundas",,,,,
555739,"Tom Long",,,,,
556797,"Geisha Williams",,,,,
556870,"Sasan Goodarzi",,,,,
557253,"Paul Colborne",,,,,
557254,"Jim Bertram",,,,,
590109,"Fabrizio Freda",,,,,
590138,"Dave McKay",,,,,
590171,"Leland Hein Jr",,,,,
590656,"Don Casey Jr",,,,,
590802,"W Carlson",,,,,
591081,"Peter Brown",,,,,
591105,"Paul Reynolds",,,,,
592531,"Robert Hanson",,,,,
594389,"Bruce March",,,,,
595054,"Bill Sheriff",,,,,
595943,"Donnie King",,,,,
597046,"Donnie Smith",,,,,
597201,"Richard Nesbitt",,,,,
597285,"George Damiris",,,,,
597434,"Shelley Broader",,,,,
598030,"Ron Hochstein",,,,,
598186,"Michelle Gass",,,,,
598675,"Mauricio Gutierrez",,,,,
598782,"Mike McMullen",,,,,
598783,"Ron Nersesian",,,,,
599074,"Raghu Raghuram",,,,,
599951,"David Lockwood",,,,,
601275,"Francois Locoh-Donou",,,,,
601288,"Gary Cotshott",,,,,
603212,"Jim Stanard",,,,,
603301,"Jeff Brown",,,,,
603421,"Peter Zaffino",,,,,
603603,"Lance Fritz",,,,,
603672,"Rich Kruger",,,,,
603844,"Steve Schlotterbeck",,,,,
604912,"Jane Fraser",,,,,
604942,"Doug Peterson",,,,,
606259,"Hugh Ross",,,,,
607415,"Enrique Lores",,,,,
607786,"Tim NeCastro",,,,,
607801,"Eric Lefkofsky",,,,,
607902,"Dev Ittycheria",,,,,
607926,"Glenn Votek",,,,,
608053,"Ajit Manocha",,,,,
620239,"Jack Roche",,,,,
621112,"Ron Lang",,,,,
621249,"Bob Blue",,,,,
621318,"Chuck Jones Jr",,,,,
621976,"Ralph Rossouw",,,,,
622423,"Walter Lynch",,,,,
622541,"Bruce McClelland",,,,,
623177,"Dan Knotts",,,,,
623530,"Dave Richardson",,,,,
623967,"Lyn Kirby",,,,,
624113,"Michael McGarry",,,,,
624431,"John Dillon",,,,,
624717,"Claude Dussault",,,,,
624902,"Karen Sheriff",,,,,
625215,"Marty Barrington",,,,,
625221,"Howard Willard III",,,,,
628081,"Matt Flannery",,,,,
640369,"Doctor Dirk van de Put",,,,,
640531,"Steve Mollenkopf",,,,,
640769,"The Hon. Bill Morneau Jr",,,,,
640848,"Tim Dool",,,,,
640862,"Greg Wight",,,,,
640865,"Peter Cresswell",,,,,
641036,"Ron Southern",,,,,
641042,"Siegfried Kiefer",,,,,
641184,"Lorenzo Simonelli",,,,,
641282,"Joey Levin",,,,,
641444,"Terry Cavanaugh",,,,,
642634,"George Burns",,,,,
642860,"Pieter Britz",,,,,
643509,"Mario Longhi",,,,,
644059,"Bob Sartor",,,,,
645236,"Jeff Swinoga",,,,,
645352,"Stan Marshall",,,,,
646099,"Charles Brindamour",,,,,
646662,"Lisa Wardell",,,,,
646764,"Bill Fraser",,,,,
647025,"Francis DeSouza",,,,,
647302,"Steve Kelley",,,,,
647591,"Lino Saputo",,,,,
647592,"Lino Saputo Jr",,,,,
650660,"Uwe Roehrhoff",,,,,
652335,"Mark Selby",,,,,
653438,"John Wright",,,,,
653443,"Corey Ruttan",,,,,
653581,"Tony Capuano Jr",,,,,
654371,"Doctor M Trottier",,,,,
655130,"Javier Rodriguez",,,,,
655507,"Fiore Aliperti",,,,,
655850,"Juan Andrade",,,,,
656871,"Dev Randhawa",,,,,
657842,"Doctor Yvonne Greenstreet",,,,,
730057,"Jeff Storey",,,,,
730058,"Jim Peck",,,,,
730317,"Victor Cantore",,,,,
730495,"Randy Smallwood",,,,,
730497,"Nolan Watson",,,,,
730573,"Luc Bertrand",,,,,
730649,"Tom Kloet",,,,,
730768,"Francois Poirier",,,,,
730965,"Mark Eaton",,,,,
731025,"Sheldon Inwentash",,,,,
731030,"Frank Lang",,,,,
731236,"Steve VanSickle",,,,,
731258,"Gerald Sheff",,,,,
731267,"Ulli Rath",,,,,
731277,"Jeremy Freedman",,,,,
731460,"Jeff Moody",,,,,
731484,"Richard Buzbuzian",,,,,
731940,"Ralph Shearing",,,,,
732273,"Michael O'Connor",,,,,
732366,"Dick Whittington",,,,,
732483,"Doctor Quinton Hennigh",,,,,
732491,"Robert Bick",,,,,
732663,"Peter Federico",,,,,
732790,"Ewan Downie",,,,,
733660,"Daryl English",,,,,
734299,"Carl Hansen",,,,,
734511,"Darren Pylot",,,,,
734584,"Stewart Gibson",,,,,
734595,"Terry King",,,,,
734601,"John Rapach",,,,,
734609,"Brian Maher",,,,,
734625,"Patrick Evans",,,,,
734641,"Alex Black",,,,,
734784,"Richard Warke",,,,,
734851,"Peter Gundy",,,,,
734858,"Constantine Karayannopoulos",,,,,
735008,"Steve Finch",,,,,
735014,"Mike Heier",,,,,
735021,"Lyle Whitmarsh",,,,,
735026,"Brent Conway",,,,,
735080,"Risto Laamanen",,,,,
735129,"George Bee",,,,,
735131,"Tim Warman",,,,,
735159,"Romolo Magarelli",,,,,
735254,"Bob Meers",,,,,
742333,"Curtis Farmer",,,,,
742384,"Gary Kain",,,,,
745229,"Mark Benjamin",,,,,
752728,"William Cox",,,,,
755922,"Richard Patricio",,,,,
760564,"Jim Phillips",,,,,
761075,"Greg Fedun",,,,,
761557,"Matt Murphy",,,,,
764356,"Karl Kottmeier",,,,,
764427,"The Hon. David Miller",,,,,
764510,"Marc Cernovitch",,,,,
764562,"Linda Smith",,,,,
764570,"Darcy Krell",,,,,
765053,"Jayshree Ullal",,,,,
765386,"Josh Silverman",,,,,
772458,"Philip Sherringham",,,,,
773266,"Bill Way",,,,,
777885,"Dave Regnery",,,,,
790374,"Jagdeep Singh",,,,,
790420,"Peter Tagliamonte",,,,,
790575,"William Ding",,,,,
791001,"Pedro Pizarro",,,,,
791174,"Tom Kennedy",,,,,
795984,"David Solomon",,,,,
796522,"Laurence Hunn",,,,,
796847,"Marcos GalperÃ­n",,,,,
801896,"Ben Minicucci",,,,,
806078,"Jim Snee",,,,,
807018,"Hartmut Liebel",,,,,
830059,"Rajiv De Silva",,,,,
831805,"Steve Rendle",,,,,
833877,"John McKenzie",,,,,
835884,"R Coker",,,,,
835887,"Rob Tiede",,,,,
836736,"David Foss",,,,,
837171,"Tim Mattke",,,,,
837272,"Aris Kekedjian",,,,,
841525,"Ward Nye",,,,,
842949,"Doctor Ken Cai",,,,,
843302,"Frank Slootman",,,,,
853893,"Alan Colberg",,,,,
857412,"Doctor Giovanni Caforio",,,,,
873256,"Gary Goldberg",,,,,
877797,"James Quincey",,,,,
879247,"Joaquin Duato",,,,,
880206,"Chris Cartwright",,,,,
880948,"Galen Weston Jr",,,,,
881227,"Roger Krone",,,,,
881229,"Dennis Muilenburg",,,,,
881352,"Bill Smith",,,,,
881638,"Donald Macpherson",,,,,
882250,"Sanjiv Lamba",,,,,
882670,"Jacek Olczak",,,,,
882689,"R Borcherding",,,,,
883685,"Craig Billings",,,,,
884348,"Patrice Louvet",,,,,
884426,"Andres Lopez",,,,,
884812,"Kartik Ramachandran",,,,,
885203,"Kevin Fletcher",,,,,
885394,"Rob Fauber",,,,,
885991,"Charlie Lowrey Jr",,,,,
886706,"Tom BenÃƒÂ©",,,,,
887679,"Sundar Pichai",,,,,
887702,"Lori Ryerkerk",,,,,
888002,"Gary Halverson",,,,,
888670,"Mark Little",,,,,
889544,"Jeff Gennette",,,,,
889546,"J Rollinson",,,,,
889855,"Ben Fink",,,,,
890753,"Juan Luciano",,,,,
890775,"Jim Fitterling",,,,,
890948,"Mike Hsu",,,,,
890968,"Chris Gorman",,,,,
891538,"Brett Hart",,,,,
891832,"Jeff Guldner",,,,,
892349,"Mary Barra",,,,,
893105,"Billy Gifford Jr",,,,,
894119,"Ted Decker",,,,,
894150,"George Rountree",,,,,
894295,"Steve Easterbrook",,,,,
895186,"Mark Okerstrom",,,,,
895197,"Steve Kaufer",,,,,
895408,"Doctor Kevin Stein",,,,,
896196,"Stefan Larsson",,,,,
896206,"Greg Gantt",,,,,
896820,"John Larsen",,,,,
986691,"Mark Thompson",,,,,
988199,"Jeff Harmening",,,,,
988324,"Christophe Beck",,,,,
988921,"Bob Gamgort Jr",,,,,
1010281,"Tom Pike",,,,,
1010737,"Jim Collins Jr",,,,,
1011736,"Bill Nash",,,,,
1013356,"Tom Greco",,,,,
1015445,"Mark Walchirk",,,,,
1015485,"Daniel O'Day",,,,,
1016835,"Mayo Schmidt",,,,,
1017478,"Steve Thibeault",,,,,
1037816,"Keith Carrigan",,,,,
1037824,"Joe Quarin",,,,,
1042437,"Tim Sloan",,,,,
1046778,"Bruno Wall",,,,,
1047333,"Aaron Jagdfeld",,,,,
1048341,"Bonnie Brooks",,,,,
1048555,"Don Sinclair",,,,,
1048577,"Alf Hills",,,,,
1048940,"Craig Smiddy",,,,,
1049589,"Marcel de Groot",,,,,
1049829,"Shane Kim",,,,,
1050436,"Mario Caron",,,,,
1054244,"Soren Schroder",,,,,
1056623,"Larry Swets Jr",,,,,
1056736,"Johnathan More",,,,,
1058730,"Fran Horowitz-Bonadies",,,,,
1058760,"Ron Clarke",,,,,
1059890,"Arkadiy Dobkin",,,,,
1060432,"Strath Goodship",,,,,
1060498,"Stephen Liptrap",,,,,
1061325,"J Gardhouse",,,,,
1061537,"Marz Kord-Gharachorloo",,,,,
1068211,"Doctor Philip du Toit",,,,,
1068227,"Greg Clark",,,,,
1068880,"Dave Ricks",,,,,
1070069,"David Trick",,,,,
1070112,"Mike Mauler",,,,,
1070838,"John May",,,,,
1071350,"Julie Sweet",,,,,
1072987,"Greg Smith",,,,,
1073631,"Chris Swift",,,,,
1074205,"Kristin Peck",,,,,
1074552,"Brad Gerstner",,,,,
1074910,"John McAvoy",,,,,
1075502,"Doctor David Feinberg",,,,,
1075570,"Juan Alaix",,,,,
1075627,"Peter Mordaunt",,,,,
1076120,"Vince Sorgi",,,,,
1076189,"Noel Wallace",,,,,
1077591,"Mark Tritton",,,,,
1077856,"Marc Lautenbach",,,,,
1078171,"Paulino do Rego Barros Jr",,,,,
1079119,"Jim Umpleby III",,,,,
1079366,"Jamie Iannone",,,,,
1079683,"Chuck Magro",,,,,
1079817,"Ira Robbins",,,,,
1079840,"Dave MacDonald",,,,,
1080000,"Ken Brunk",,,,,
1080465,"Calvin McDonald",,,,,
1081775,"Bob Wetherbee",,,,,
1083966,"Rob McNally",,,,,
1084894,"Rob Mionis",,,,,
1084911,"Mike Roffler",,,,,
1085522,"Ammar Al-Joundi",,,,,
1087552,"Stephen Beard",,,,,
1088704,"Kevin Keyes",,,,,
1089168,"Brian Crutcher",,,,,
1089975,"Greg Garland",,,,,
1090701,"Elon Musk",,,,,
1090721,"Peter Rawlinson",,,,,
1092110,"Bob Patel",,,,,
1093467,"Pablo Legorreta",,,,,
1094129,"Patti Poppe",,,,,
1096288,"Vincent Pilette",,,,,
1096978,"Kurt Sievers",,,,,
1097276,"Paul Matysek",,,,,
1108120,"Mark Montemurro",,,,,
1108705,"Blake Moret",,,,,
1108720,"Garnet Dawson",,,,,
1110512,"Ritch Allison Jr",,,,,
1111132,"Margaret Keane",,,,,
1111200,"Steve Lockwood",,,,,
1111342,"Park Brady",,,,,
1111357,"Jeffrey Mandel",,,,,
1111389,"Ed McNally",,,,,
1111414,"Cameron Groome",,,,,
1113025,"Lawson Whiting",,,,,
1113817,"John Kemper",,,,,
1114273,"Scott Prochazka",,,,,
1114625,"Les Emery",,,,,
1115142,"Mitch Barns",,,,,
1115153,"Steve Hasker",,,,,
1115309,"Liam Kelly",,,,,
1117160,"Lou Eccleston",,,,,
1117858,"Steve Mintz",,,,,
1117881,"John Visentin",,,,,
1118810,"Cheryl Miller",,,,,
1119001,"David Brickman",,,,,
1119364,"Jim Fish Jr",,,,,
1119373,"Paul Brink",,,,,
1119554,"Bryan Hanson",,,,,
1119677,"Dave Kimbell",,,,,
1120225,"Ulf Quellmann",,,,,
1121111,"David Danziger",,,,,
1122227,"Mark Clouse",,,,,
1122917,"Mike O'Grady",,,,,
1123232,"Charlie Alutto",,,,,
1123517,"Thorsten Heins",,,,,
1124539,"Daniel Schwartz",,,,,
1124769,"Garrick Rochow",,,,,
1125128,"Arvind Krishna",,,,,
1125264,"Andrew Mason",,,,,
1127469,"Hal Lawton III",,,,,
1127794,"Melisa Miller",,,,,
1130665,"Bill Newlands Jr",,,,,
1130691,"Barb Feit",,,,,
1131095,"Dan Daviau",,,,,
1131982,"Geoff Martha",,,,,
1132747,"Max Porterfield",,,,,
1132809,"Jack Dorsey",,,,,
1134072,"Luca Savi",,,,,
1134582,"Chuck Kummeth",,,,,
1135012,"Spencer Rascoff",,,,,
1135354,"Gerry Smith",,,,,
1135450,"Keith Allman",,,,,
1135745,"Michel Khalaf",,,,,
1144653,"Mike Manley",,,,,
1144998,"Bob Chapek",,,,,
1189750,"Darryl White",,,,,
1191626,"Kevin Strain",,,,,
1192124,"Antonio Neri",,,,,
1193176,"Walt Howard",,,,,
1194087,"Frank Barker",,,,,
1194094,"Joey St-Aubin",,,,,
1194201,"Andy Hendricks Jr",,,,,
1194374,"Mike Burandt",,,,,
1194448,"Chris Chapman",,,,,
1194462,"Eric Green",,,,,
1195691,"Frederic Lissalde",,,,,
1195793,"Mirko Bibic",,,,,
1196916,"Jeff Jones II",,,,,
1197628,"Adam Symson",,,,,
1197971,"Badri Kothandaraman",,,,,
1198091,"Scott Lauber",,,,,
1199197,"Doug Suttles",,,,,
1199227,"Ed Keller",,,,,
1200306,"Max Levchin",,,,,
1201387,"Jos Cil",,,,,
1202069,"Rich Stoddart",,,,,
1202458,"Scott Saxberg",,,,,
1202489,"Paul Nahi",,,,,
1203207,"Andrew Anagnost",,,,,
1203686,"George Sherman Jr",,,,,
1204618,"Doctor Deborah Rathjen",,,,,
1205038,"Bill Stedman",,,,,
1205277,"Curtis Setoguchi",,,,,
1205682,"Darius Adamczyk",,,,,
1207303,"Gerrard Schmid",,,,,
1207655,"Jorge Gonzalez",,,,,
1248679,"Trent Yanko",,,,,
1248718,"Mick Dilger",,,,,
1248729,"J Burrows",,,,,
1248755,"Bob Espey",,,,,
1248986,"Mike Chorlton",,,,,
1249099,"HervÃƒÂ© Hoppenot",,,,,
1250772,"Tim O'Shaughnessy",,,,,
1251229,"Todd McKinnon",,,,,
1253894,"Darren Woods",,,,,
1254756,"Jonathan Mazelsky",,,,,
1255005,"Richard Liu",,,,,
1255302,"Kathy Warden",,,,,
1258971,"Jeff Tygesen",,,,,
1259899,"Guillermo Novo",,,,,
1261716,"J Deneke",,,,,
1262728,"Justin Bird",,,,,
1263126,"Andrew Meslow",,,,,
1264832,"Rob Humphryson",,,,,
1265113,"Alar Soever",,,,,
1268100,"Tom Hayes",,,,,
1269010,"Jeff Miller",,,,,
1269387,"Hassane El-Khoury",,,,,
1269801,"Jason Liberty",,,,,
1271049,"Keith Cozza",,,,,
1271910,"Chris Cosgrove",,,,,
1272794,"Steve Newby",,,,,
1275216,"Rami Rahim",,,,,
1275602,"Adam Foroughi",,,,,
1277021,"Travis Stice",,,,,
1278651,"Peter Reed",,,,,
1281219,"Tami Erwin",,,,,
1283835,"Feisal Somji",,,,,
1284093,"Cristiano Amon",,,,,
1287749,"Michele Scannavini",,,,,
1296186,"Sachin Shah",,,,,
1300902,"David Sewell",,,,,
1301860,"Cindy Miller",,,,,
1302177,"Gene Lowe III",,,,,
1304182,"Robert Rowe",,,,,
1304382,"Vicki Hollub",,,,,
1304732,"Ramon Laguarta",,,,,
1305371,"Jim Davis",,,,,
1305801,"Jon Vander Ark",,,,,
1306959,"David Cates",,,,,
1308442,"Ryan Marshall",,,,,
1310783,"Mike Roman",,,,,
1311122,"Steve Downing",,,,,
1311219,"Steve Bratspies",,,,,
1314949,"Todd Schneider",,,,,
1315176,"Boris Teksler",,,,,
1315443,"Dion Weisler",,,,,
1318511,"Rich Williams",,,,,
1318835,"Mark Saxon",,,,,
1319422,"Ken Lane",,,,,
1320087,"Barry McCarthy",,,,,
1321294,"Meredith Kopit Levien",,,,,
1321927,"Jim Bullock",,,,,
1331412,"Jeff Frandsen",,,,,
1332502,"David Stetson",,,,,
1334606,"Charles Parker Jr",,,,,
1335925,"Dave Gitlin",,,,,
1337045,"Andy Harmening",,,,,
1337127,"Brian Chesky",,,,,
1337134,"Ben Silbermann",,,,,
1337167,"Niraj Shah",,,,,
1337256,"Tim Cawley",,,,,
1337288,"Andy Wiswell",,,,,
1338316,"Frank Clyburn Jr",,,,,
1339696,"Vlad Shmunis",,,,,
1347797,"Peter Gassner",,,,,
1349878,"Chad Dickerson",,,,,
1351667,"Pete Arvan",,,,,
1353950,"Fred Tejada",,,,,
1357096,"Laurent Potdevin",,,,,
1360953,"Steve Strah",,,,,
1361005,"Doctor Albert Bourla",,,,,
1361046,"Tom Polen",,,,,
1361303,"Louis De Jong",,,,,
1364829,"David Gibbs",,,,,
1365046,"Octavio Marquez",,,,,
1365071,"Tim Hingtgen",,,,,
1365227,"Paul Allard",,,,,
1365884,"Giel Rutten",,,,,
1366445,"Chano Fernandez",,,,,
1367320,"Andrew Jones",,,,,
1368842,"Frank Callaghan",,,,,
1368845,"David Sidoo",,,,,
1369107,"Rod Little",,,,,
1369739,"Alix Box",,,,,
1370253,"D Shafer",,,,,
1371077,"John Williamson",,,,,
1372532,"Brad Fedora",,,,,
1372866,"Toby Rice",,,,,
1374341,"Charles Bachtell",,,,,
1376568,"Stephen Shefsky",,,,,
1376593,"Stephen Loukas",,,,,
1376687,"Gary Economo",,,,,
1378869,"Tom Palmer",,,,,
1379549,"Mike McInnis",,,,,
1380517,"Brian Halligan",,,,,
1381078,"Christopher Doyle",,,,,
1381393,"Chris Kempczinski",,,,,
1382004,"Heyward Donigan",,,,,
1382445,"Rainer Blair",,,,,
1383123,"Dexter Goei",,,,,
1384475,"Patrik Frisk",,,,,
1384971,"Doctor Udit Batra",,,,,
1385042,"Marc Rossiter",,,,,
1385060,"Joanne Crevoiserat",,,,,
1385158,"Mitch Dolloff",,,,,
1388163,"Chad Richison",,,,,
1390199,"Michael Stubblefield",,,,,
1390357,"Doctor Hafize Erkan",,,,,
1390426,"Chris Walters",,,,,
1390509,"Leon Topalian",,,,,
1392966,"Brian Niccol",,,,,
1397870,"Jeff Lawson",,,,,
1397907,"Doctor Alex Karp",,,,,
1400271,"Len Jaroszuk",,,,,
1405450,"Doug Fulcher",,,,,
1448606,"George Kurian",,,,,
1449041,"Kevin Riley",,,,,
1449805,"Rob Bernshteyn",,,,,
1449925,"Brian Doubles",,,,,
1449988,"Keith Demmings",,,,,
1451131,"Frank Del Rio",,,,,
1453543,"Dave Brownlie",,,,,
1453790,"Craig Bryksa",,,,,
1454245,"Ian Smith",,,,,
1455193,"Robert Tamblyn",,,,,
1457710,"Ken Dedeluk",,,,,
1457763,"Ryan Schneider",,,,,
1457778,"Frank Meyer",,,,,
1459328,"Evan Spiegel",,,,,
1464468,"Allen Bey",,,,,
1465918,"Dave Foulkes",,,,,
1468697,"Scott Schenkel",,,,,
1469485,"Tom MacMillan",,,,,
1480132,"Patrick Kaltenbach",,,,,
1480332,"Matt Lennox-King",,,,,
1481075,"Anthony Pizzonia",,,,,
1481087,"Joe Matlin",,,,,
1483084,"Roy Gori",,,,,
1486436,"Joe Ferraro",,,,,
1514646,"Paul Parmar",,,,,
1517886,"Molly Langenstein",,,,,
1518316,"Steven Bruny",,,,,
1524182,"Matthew Watson",,,,,
1525243,"Ken Soerensen",,,,,
1526154,"R Feight",,,,,
1527789,"Luc Seraphin",,,,,
1528777,"Robert Ford",,,,,
1530364,"Ezra Yacob",,,,,
1531159,"Michael Ure",,,,,
1531653,"Camillo Pane",,,,,
1532968,"Justin Mirro",,,,,
1535065,"Brad Corson",,,,,
1535676,"Cody Church",,,,,
1535855,"Graham Badun",,,,,
1537148,"William Trainer",,,,,
1541275,"Ricus Grimbeek",,,,,
1543109,"Kevin Blair",,,,,
1544115,"Tobi LÃƒÂ¼tke",,,,,
1590423,"Mike Witynski",,,,,
1593191,"Jacqueline Tucker",,,,,
1597945,"Henry Schuck",,,,,
1602262,"Doctor Graham Burton",,,,,
1602266,"Dave Hankinson",,,,,
1607023,"Anton Konovalov",,,,,
1607633,"Mike Cannon-Brookes",,,,,
1607712,"Scott Farquhar",,,,,
1615805,"Matthew Prince",,,,,
1621914,"David Goeckeler",,,,,
1622717,"Andrew Hurst",,,,,
1625517,"Rich Munson",,,,,
1630009,"Anita Algie",,,,,
1630252,"Michael Miebach",,,,,
1634737,"RenÃƒÂ© Lacerte",,,,,
1635079,"Robert Painter",,,,,
1643376,"Robert Painter",,,,,
1643967,"Edward Wright",,,,,
1651441,"Shar Dubey",,,,,
1652020,"Jose Berlanga Balderas",,,,,
1653739,"Bob Fallah",,,,,
1656726,"David Finkelstein",,,,,
1656763,"Bob Biesterfeld Jr",,,,,
1659589,"Gregg Ruhl",,,,,
1662456,"Mo Fazil",,,,,
1663147,"Judy Marks",,,,,
1683843,"Mike Kobler",,,,,
1694109,"Michel Vounatsos",,,,,
1694780,"Brendan McCracken",,,,,
1700263,"Mark Premo",,,,,
1701735,"Bob Frenzel",,,,,
1701740,"Steve Swatton",,,,,
1710552,"Steve Pelton",,,,,
1713009,"Corie Barry",,,,,
1732979,"Jeff Green",,,,,
1734044,"Stacey Mowbray",,,,,
1735253,"Dan Carestio",,,,,
1743657,"John Mackay",,,,,
1762591,"Peter Deeb",,,,,
1768838,"Linda Rendle",,,,,
1776740,"Robin Fielder",,,,,
1787045,"Prahlad Singh",,,,,
1793833,"Ken Berry",,,,,
1797337,"Devin McGranahan",,,,,
1802406,"Blaise Coleman",,,,,
1822338,"Olivier Pomel",,,,,
1837416,"Tony Xu",,,,,
1840137,"Scott Ackerman",,,,,
1845227,"Rob Hutchison",,,,,
1845469,"Mike Faust",,,,,
1846520,"Will Randall",,,,,
1852119,"Brian Armstrong",,,,,
1852520,"Graeme Lempriere",,,,,
1856961,"David Willetts",,,,,
1859650,"Rick Thornberry",,,,,
1865311,"Bryan Segal",,,,,
1877152,"John McCutcheon",,,,,
1888760,"Doctor Mark Day",,,,,
1890670,"Doctor Reshma Kewalramani",,,,,
1892119,"Gil Holzman",,,,,
1906862,"Ken Barbet",,,,,
1908439,"Anthony Wood",,,,,
1912562,"Vicente Reynal",,,,,
1912568,"Ernie Peters",,,,,
1912698,"Wayne Arsenault",,,,,
1922640,"Quinton Rafuse",,,,,
1924515,"Eric Yuan",,,,,
1930923,"Jennifer Witz",,,,,
1936623,"Jorge Espanha",,,,,
1939638,"Steve McMillan",,,,,
1943814,"Simon Clarke",,,,,
1943925,"Mike Blady",,,,,
1952303,"Dean Banks",,,,,
1961370,"Tim Moore",,,,,
1963450,"Dave Baszucki",,,,,
1965784,"Rob Hinchcliffe",,,,,
1966120,"Gurm Sangha",,,,,
1968379,"Charles Jacobs Jr",,,,,
1971909,"Doctor Michael Nashat",,,,,
1978872,"Michael DeVito",,,,,
1990112,"Jean-Marc Landry",,,,,
1994263,"Doctor Parag Agrawal",,,,,
1996885,"Daniel Dines",,,,,
1998597,"Sumit Singh",,,,,
2001007,"Yamini Rangan",,,,,
2006237,"Kevin Hourican",,,,,
2015072,"Jason Leikam",,,,,
2025884,"Connor Teskey",,,,,
2026637,"Doctor Saum Sutaria",,,,,
2033434,"Michael Goettler",,,,,
2034396,"Mark Roy",,,,,
2042096,"Lal Karsanbhai",,,,,
2083889,"Colin Huang",,,,,
2083901,"Lei Chen",,,,,
2095618,"Aly Rahemtulla",,,,,
2117637,"Lucas Vargas",,,,,
2121957,"Marvin Haasen",,,,,
2124041,"Garry Macdonald",,,,,
2126766,"Doctor Tushar Ramani",,,,,
2126980,"Callum Grant",,,,,
2128162,"Tony DiBenedetto",,,,,
2133503,"Spencer Payne",,,,,
2141493,"Gordon Lam",,,,,
2150174,"David Brous",,,,,
2160420,"Kedar Deshpande",,,,,
2170296,"Scott Hurd",,,,,
2180611,"Peter Leitch",,,,,
2192371,"Basem Hanna",,,,,
2237122,"Ralph Andretta",,,,,
2237236,"Ted Leja",,,,,
2237238,"Dale Maclean",,,,,
2240575,"Mike Basha",,,,,
2240607,"Matti Talikka",,,,,
2240666,"Richard Graham",,,,,
2257428,"Ben Sze",,,,,
2292424,"Jon Deluce",,,,,
2303300,"Filippo Gori",,,,,
2313356,"Sarfaraz Rehman",,,,,
2318077,"Sue Nabi",,,,,
2361966,"John Collins",,,,,
2371596,"Alastair Still",,,,,
2385012,"Rick Doman",,,,,
2390887,"Bernard Tourillon",,,,,
2408290,"Doctor A Mohaideen",,,,,
2418090,"Doctor Leslie Klein",,,,,
2461098,"Doctor RJ Scaringe",,,,,
2463090,"Chris Cocks",,,,,
2489028,"Matt Furlong",,,,,
2493407,"Richard Clark",,,,,
2565260,"Anthony Tan",,,,,
2588081,"Steve Magirias",,,,,
